city,county,lat,lon,province,staID,staName,type
南充,高坪区,30.7856,106.1064,四川,1908A,高坪区监测站,B
遵义,红花岗区,27.6506,106.9231,贵州,1914A,舟水桥(190215启用),B
曲靖,麒麟区,25.5035,103.7897,云南,1916A,环境监测站,B
咸阳,渭城区,34.3617,108.7233,陕西,1920A,师范学院,B
宝鸡,金台区,34.3739,107.1186,陕西,1934A,技工学校,B
渭南,临渭区,34.4877,109.4974,陕西,1939A,日报社,B
石嘴山,惠农区,39.2282,106.7704,宁夏,1949A,惠农南大街,B
克拉玛依,克拉玛依区,45.5893,84.8988,新疆,1952A,南林小区,B
巴音郭楞州,库尔勒市,41.7538,86.1472,新疆,1956A,孔雀公园,B
信阳,南湾风景管理区,32.1271,113.9956,河南,2064A,南湾水厂,B
周口,川汇区,33.6406,114.6369,河南,2070A,川汇区环保局,B
晋城,城区,35.5051,112.85,山西,2160A,自来水公司,B
朔州,朔城区,39.3681,112.4272,山西,2170A,市二中,B
晋中,榆次区,37.6945,112.7532,山西,2171A,锦纶小区,B
乌海,海勃湾区,39.6667,106.7907,内蒙古,2188A,中海勃湾学校,B
呼伦贝尔,海拉尔区,49.2261,119.7594,内蒙古,2192A,区环保局,B
巴彦淖尔,临河区,40.7372,107.37,内蒙古,2196A,市环保大楼,B
兴安盟,乌兰浩特市,46.0656,122.0392,内蒙古,2200A,胜华新制药厂,B
锡林郭勒盟,锡林浩特市,43.9311,116.0781,内蒙古,2203A,市政府,B
阿拉善盟,阿拉善左旗,38.8363,105.6467,内蒙古,2204A,西城区西花园(对照点),B
阜新,细河区,42.0498,121.6506,辽宁,2211A,玉龙新城,B
辽阳,文圣区,41.2639,123.2354,辽宁,2214A,滨河路,B
铁岭,铁岭县,42.2217,123.7153,辽宁,2219A,金沙江路北,B
朝阳,双塔区,41.5646,120.4521,辽宁,2221A,河畔小区,B
四平,铁东区,43.1713,124.4002,吉林,2225A,一商场,B
通化,东昌区,41.7173,125.9358,吉林,2229A,光明,B
白山,浑江区,41.9419,126.4077,吉林,2232A,环保局,B
松原,宁江区,45.1214,124.8006,吉林,2233A,江南,B
白城,洮北区,45.6077,122.7911,吉林,2235A,洮北区环保局,B
延边州,延吉市,42.8883,129.47,吉林,2237A,妇幼医院,B
鸡西,鸡冠区,45.3039,130.9429,黑龙江,2243A,第一中学,B
鹤岗,南山区,47.3086,130.2684,黑龙江,2245A,斯达机电,B
双鸭山,尖山区,46.6955,131.1591,黑龙江,2248A,双合村,B
佳木斯,郊区,46.7588,130.3794,黑龙江,2259A,四丰(对照点),B
黑河,爱辉区,50.2472,127.5291,黑龙江,2265A,大黑河岛(对照点),B
绥化,北林区,46.6528,126.964,黑龙江,2267A,党政办公中心,B
蚌埠,淮上区,32.9673,117.3533,安徽,2274A,淮上区政府,B
淮南,八公山区,32.633,116.8281,安徽,2280A,八公山区政府,B
铜陵,铜官区,30.9413,117.846,安徽,2289A,车站新区,B
安庆,宜秀区,30.6145,116.9896,安徽,2294A,安庆大学(191227对照变更评价),B
黄山,屯溪区,29.7178,118.327,安徽,2296A,黄山东路89号,B
滁州,南谯区,32.2786,118.3244,安徽,2299A,人大宾馆,B
阜阳,颍州区,32.8605,115.8554,安徽,2303A,开发区,B
六安,金安区,31.737,116.5079,安徽,2307A,监测大楼,B
宣城,宣州区,30.9427,118.7173,安徽,2318A,开发区子站,B
莆田,涵江区,25.4561,119.1119,福建,2321A,涵江区六中,B
三明,三元区,26.2378,117.6028,福建,2326A,三元区政府,B
南平,延平区,26.6369,118.1681,福建,2332A,南平市监测站,B
龙岩,新罗区,25.0306,117.0196,福建,2338A,龙岩学院,B
宁德,蕉城区,26.6612,119.5388,福建,2341A,宁德市监测站,B
景德镇,珠山区,29.2956,117.2461,江西,2346A,陶研所,B
萍乡,安源区,27.6253,113.8493,江西,2349A,市政府车库,B
新余,渝水区,27.9317,115.0861,江西,2352A,北岗(对照点),B
鹰潭,月湖区,28.2475,117.0311,江西,2359A,财苑宾馆,B
吉安,吉州区,27.0999,114.9658,江西,2368A,市森林工业局,B
宜春,袁州区,27.8074,114.4013,江西,2375A,市广电局,B
抚州,临川区,27.9647,116.385,江西,2380A,医学分院,B
新乡,卫滨区,35.311,113.836,河南,2389A,环保西院,B
濮阳,华龙区,35.7609,115.0574,河南,2394A,油田运输公司,B
漯河,郾城区,33.5828,114.0138,河南,2401A,水利局,B
南阳,宛城区,33.0144,112.5779,河南,2406A,气象站,B
商丘,示范区,34.4285,115.6702,河南,2408A,环境监测站,B
驻马店,驿城区,32.9771,113.9976,河南,2422A,天方二分厂,B
黄石,铁山区,30.2019,114.8988,湖北,2426A,铁山,B
十堰,张湾区,32.6389,110.7258,湖北,2430A,刘家沟,B
鄂州,鄂城区,30.3714,114.8989,湖北,2437A,赵家坝,B
荆门,掇刀区,30.9891,112.1969,湖北,2440A,掇刀,B
孝感,孝南区,30.9075,113.942,湖北,2444A,东城区,B
黄冈,黄州区,30.4742,114.9028,湖北,2446A,职工中心,B
咸宁,咸安区,29.8566,114.2936,湖北,2449A,咸安区政府,B
随州,曾都区,31.7275,113.3583,湖北,2451A,市委党校,B
恩施州,恩施市,30.2981,109.4978,湖北,2454A,湖北民院,B
衡阳,雁峰区,26.8919,112.6006,湖南,2460A,市监测站,B
邵阳,双清区,27.3033,111.5239,湖南,2462A,市水土所(对照点),B
益阳,资阳区,28.6428,112.4067,湖南,2467A,甘溪港(对照点),B
郴州,苏仙区,25.7759,113.0348,湖南,2476A,市环保局,B
永州,冷水滩区,26.4519,111.5989,湖南,2481A,冷水滩区环保局,B
怀化,鹤城区,27.5342,109.9781,湖南,2484A,市四医院,B
娄底,娄星区,27.7044,111.9892,湖南,2491A,市政府,B
湘西州,吉首市,28.2558,109.6414,湖南,2492A,跃进水库(对照点),B
梧州,万秀区,23.4832,111.3014,广西,2495A,市环保,B
防城港,港口区,21.6158,108.3411,广西,2499A,沙万,B
钦州,钦南区,21.9481,108.6549,广西,2503A,市农科院,B
百色,右江区,23.8859,106.6538,广西,2513A,市中心血站,B
贺州,八步区,24.4172,111.5264,广西,2514A,环保小区,B
河池,金城江区,24.6989,108.0983,广西,2518A,市疾控中心,B
崇左,江州区,22.4136,107.3476,广西,2521A,市环保局江州分局,B
广元,利州区,32.4287,105.8628,四川,2526A,监测站,B
遂宁,船山区,30.5232,105.5582,四川,2528A,市监测站,B
内江,市中区,29.5822,105.0406,四川,2534A,内江日报社,B
乐山,市中区,29.5462,103.7723,四川,2535A,花湖湾(对照点),B
广安,广安区,30.4551,106.6388,四川,2547A,广电花园,B
达州,通川区,31.2186,107.5086,四川,2549A,市环境监测站,B
雅安,雨城区,29.9833,103.0111,四川,2555A,市政府,B
资阳,雁江区,30.1256,104.6296,四川,2565A,区法院,B
阿坝州,马尔康市,31.914,102.1879,四川,2566A,州农科所(对照点),B
甘孜州,康定市,30.0475,101.9603,四川,2570A,水桥子,B
凉山州,西昌市,27.8099,102.3431,四川,2571A,青龙寺(对照点),B
六盘水,水城县,26.5506,104.9544,贵州,2580A,双水,B
铜仁,碧江区,27.6944,109.1753,贵州,2586A,铜仁七中,B
黔西南州,兴义市,25.0925,104.9022,贵州,2589A,场坝街,B
黔东南州,凯里市,26.5747,107.9783,贵州,2591A,市环境监测站,B
黔南州,都匀市,26.2403,107.5228,贵州,2593A,小围寨,B
保山,隆阳区,25.1081,99.1678,云南,2594A,市环境监测站,B
昭通,昭阳区,27.3361,103.7225,云南,2597A,环保局,B
丽江,古城区,26.8906,100.2203,云南,2600A,市中心,B
普洱,思茅区,22.7633,100.98,云南,2601A,市环保局,B
临沧,临翔区,23.8982,100.0781,云南,2603A,市环保局,B
楚雄州,楚雄市,25.0441,101.5482,云南,2605A,州环境监测站,B
文山州,文山市,23.3892,104.2319,云南,2611A,市便民服务中心,B
西双版纳州,景洪市,22.0225,100.8017,云南,2613A,景洪市江北,B
大理州,大理市,25.5811,100.2171,云南,2615A,大理古城,B
德宏州,芒市,24.428,98.5842,云南,2616A,德宏州监测站,B
怒江州,泸水市,25.8567,98.8601,云南,2618A,州监测站,B
迪庆州,香格里拉市,27.8317,99.7056,云南,2621A,迪庆州站,B
山南,乃东区,29.2313,91.7608,西藏,2624A,山南监测站,B
日喀则,桑珠孜区,29.2718,88.8876,西藏,2626A,日喀则监测站,B
那曲,色尼区,31.4846,92.0657,西藏,2628A,那曲监测站,B
阿里地区,噶尔县,32.5,80.1161,西藏,2630A,阿里监测站,B
林芝,巴宜区,29.6376,94.3681,西藏,2632A,林芝监测站,B
汉中,南郑区,33.0323,107.007,陕西,2637A,南郑大河坎水厂,B
榆林,榆阳区,38.2911,109.7456,陕西,2639A,世纪广场,B
安康,汉滨区,32.6537,109.0318,陕西,2642A,香溪洞(对照点),B
商洛,商州区,33.8715,109.9154,陕西,2645A,监测站,B
白银,白银区,36.5446,104.1724,甘肃,2647A,豫源饭店,B
天水,秦州区,34.5786,105.7205,甘肃,2650A,进步巷,B
张掖,甘州区,38.9524,100.4698,甘肃,2654A,监测站,B
平凉,崆峒区,35.5461,106.6692,甘肃,2656A,监测站,B
酒泉,肃州区,39.7443,98.5061,甘肃,2658A,仓门街子站,B
庆阳,西峰区,35.7357,107.6325,甘肃,2661A,粮贸总公司,B
定西,安定区,35.5734,104.6241,甘肃,2663A,监测站(原粮食局),B
临夏州,临夏市,35.5993,103.2069,甘肃,2667A,环保局,B
固原,原州区,36.1417,106.2319,宁夏,2683A,马园(对照点),B
吐鲁番,高昌区,42.9418,89.1904,新疆,2686A,市环保局,B
哈密,伊州区,42.8328,93.4961,新疆,2689A,哈密师范学校,B
博尔塔拉州,博乐市,44.8556,82.0485,新疆,2693A,市党校(博乐市西郊区),B
阿克苏地区,阿克苏市,41.1551,80.2613,新疆,2696A,艺术中心,B
喀什地区,喀什市,39.4682,75.9538,新疆,2700A,市环境监测站,B
伊犁州,伊宁市,43.9404,81.2815,新疆,2703A,市环保局,B
石河子,石河子市,44.2967,86.0497,新疆,2709A,艾青诗歌馆,B
厦门,湖里区,24.5058,118.0936,福建,2842A,湖里中学,B
吕梁,离石区,37.51,111.1283,山西,2867A,马茂庄小学,B
玉溪,红塔区,24.3389,102.5381,云南,2883A,文体中心(启用161222),B
湖州,吴兴区,30.8596,120.1844,浙江,2907A,吴兴区站(启用160104),B
漳州,龙文区,24.506,117.7116,福建,2920A,蓝田镇(启用160601),B
天津,河北区,39.1699,117.2101,天津,3020A,中山北路(启用161122),B
潮州,湘桥区,23.6608,116.6183,广东,3026A,市政府(启用161222),B
乌兰察布,集宁区,41.0385,113.1076,内蒙古,3034A,光明街小学(启用170221),B
红河州,蒙自市,23.368,103.3758,云南,3038A,州图书馆(启用170306),B
福州,马尾区,26.0936,119.5799,福建,3048A,九龙(启用170419),B
西宁,城北区,36.6428,101.7775,青海,3055A,城北区政府(启用170831),B
烟台,牟平区,37.4014,121.5992,山东,3057A,牟平检察院(启用170519),B
赣州,赣县区,25.8613,115.0093,江西,3109A,赣县区卫计委(新增200103),B
安顺,西秀区,26.2431,105.9408,贵州,3123A,凤凰山(启用171013),B
许昌,魏都区,34.0339,113.8172,河南,3134A,市一中(启用170929),B
眉山,东坡区,30.0744,103.8578,四川,3137A,市委党校(启用180110),B
常德,武陵区,29.0289,111.7153,湖南,3138A,武陵区永安(启用171130),B
潍坊,潍城区,36.721,119.0587,山东,3178A,潍坊七中(启用180921),B
巴中,巴州区,31.8654,106.7418,四川,3183A,圣泉水务公司(启用181029),B
聊城,东昌府区,36.4978,115.9819,山东,3200A,监控中心(20190222启用),B
武威,凉州区,37.9325,102.6486,甘肃,3201A,东关招商场(190211启用),B
忻州,忻府区,38.4153,112.7283,山西,3208A,市政府(20190313启用),B
辽源,经济技术开发区,42.9078,125.0764,吉林,3239A,银鹰制药(20190903启用),B
嘉峪关,市区,39.7724,98.2643,甘肃,3248A,雄关区(新增191225),B
包头,稀土高新技术产业开发区,40.5685,109.9154,内蒙古,3283A,滨河大厦(新增191226),B
盐城,盐都区,33.3367,120.1501,江苏,3293A,月亮广场(新增191226),B
广州,黄埔区,23.1716,113.4256,广东,3301A,黄埔科学城(新增200106),B
沧州,运河区,38.3004,116.8136,河北,3324A,河北水利电力学院(新增191226),B
淮北,杜集区,33.9836,116.8873,安徽,3330A,杜集区检察院(新增200112),B
亳州,谯城区,33.8034,115.7633,安徽,3332A,亳州学院(新增191231),B
池州,贵池区,30.695,117.5627,安徽,3333A,第八中学(新增200413),B
焦作,山阳区,35.2373,113.2465,河南,3336A,焦作技师学院(145),B
自贡,沿滩区,29.3194,104.7894,四川,3360A,南湖救助站(新增191230),B
德州,经济开发区,37.4403,116.3728,山东,3371A,开发区人民医院(145),B
菏泽,定陶区,35.0891,115.5564,山东,3374A,定陶老年大学(新增200109),B
甘南州,合作市,34.9617,102.8914,甘肃,3380A,甘肃民族师范学院(新增200422),B
襄阳,襄城区,32.0067,112.0828,湖北,3396A,襄城隆中路,B
贵港,港北区,23.1172,109.5886,广西,3405A,新世纪学校(新增191231),B
嘉兴,秀洲区,30.7739,120.6916,浙江,3407A,秀洲住建(新增200320),B
常州,金坛区,31.7245,119.5826,江苏,3430A,金坛城区(新增200331),B
泰州,医药高新区,32.4322,119.9192,江苏,3435A,周山河街区(145),B
五家渠,五家渠市,44.1912,87.546,新疆,3441A,经开区管委会(新增200101),B
茂名,电白区,21.5165,111.01,广东,3450A,电白水东(新增191227),B
肇庆,鼎湖区,23.2083,112.5617,广东,3451A,鼎湖凤凰(新增191227),B
阳江,阳东区,21.8749,112.0125,广东,3453A,阳东陶然(新增191228),B
石家庄,鹿泉区,38.0906,114.289,河北,3456A,鹿泉一中(145),B
芜湖,弋江区,31.2326,118.2746,安徽,3466A,扬子职业技术学院(145),B
鹤壁,城乡一体化示范区,35.6822,114.2617,河南,3474A,大新区(145),B
济南,历城区,36.63,117.1171,山东,3495A,锦屏中学(145),B
东营,河口区,37.8612,118.5055,山东,3498A,河口城区(145),B
滨州,经济开发区,37.3956,117.9378,山东,3514A,中海酒店(145),B
玉林,玉州区,22.6831,110.1945,广西,3532A,玉林师范学院东校区(新增200120),B
来宾,兴宾区,23.7297,109.1781,广西,3535A,兴宾区政府(新增191226),B
毕节,七星关区,27.3533,105.3631,贵州,3537A,长征村(新增191230),B
海口,美兰区,19.9736,110.5111,海南,3539A,桂林洋子站(新增200108),B
儋州,儋州市,19.5187,109.5567,海南,3542A,东坡学校子站(新增200426),B
唐山,丰润区,39.8386,118.1685,河北,3576A,丰润区政府(新增200520),B
邯郸,峰峰矿区,36.4229,114.2401,河北,3580A,峰峰临水派出所,B
雄安新区,容城县,39.0645,115.8665,河北,3585A,河北容城中学(145),B
开封,祥符区,34.7556,114.4644,河南,3592A,祥符区生态环境局(145),B
平顶山,石龙区,33.9116,112.8867,河南,3594A,石龙区(145),B
三门峡,陕州区,34.7167,111.1,河南,3598A,富达温泉假日酒店(145),B
日照,岚山区,35.1044,119.3266,山东,3604A,岚山环保分局(145),B
,沣西新城,34.2956,108.7096,,3607A,同德佳苑(新增200102),B
和田地区,和田市,37.113,79.9131,新疆,3615A,市环保局,B
韶关,武江区,24.8082,113.5556,广东,3622A,碧湖山庄(并行145),B
汕头,潮南区,23.2533,116.4069,广东,3624A,潮南子站(并行145),B
马鞍山,雨山区,31.6809,118.4918,安徽,3633A,雨山(微调200607),B
宿州,埇桥区,33.6305,116.9884,安徽,3634A,宿州学院(并行145),B
淄博,周村区,36.805,117.8661,山东,3644A,三金集团(并行145),B
吴忠,利通区,37.9768,106.2112,宁夏,3648A,文卫南街(并行145),B
中卫,沙坡头区,37.5162,105.1698,宁夏,3650A,沙坡头区政府(并行145),B
铜川,耀州区,34.8732,108.9543,陕西,3651A,旺旺集团(并行145),B
延安,宝塔区,36.5786,109.4809,陕西,3652A,西北局旧址(并行145),B
大兴安岭地区,加格达奇区,50.4278,124.1164,黑龙江,3663A,红旗社区(启用191231),B
连云港,连云区,34.7341,119.4172,江苏,3664A,连云街道(新增200331),B
克孜勒苏州,阿图什市,39.7157,76.1658,新疆,3665A,克州文化中心(145),B
运城,盐湖区,35.0547,111.0283,山西,3667A,水利职院(并行145),B
大同,平城区,40.0995,113.2802,山西,3676A,第二人民医院(启用200102),B
济宁,任城区,35.4054,116.5907,山东,3678A,市第七中学(启用200103),B
七台河,新兴区,45.8222,130.8781,黑龙江,3684A,新建矿广场(启用200107),B
上饶,经开区,28.4315,117.897,江西,3685A,双创科技楼(启用200112),B
呼和浩特,回民区,40.8178,111.5968,内蒙古,3698A,红旗小学(启用200113),B
安阳,殷都区,36.0949,114.2917,河南,3703A,安钢职工学校(启用200115),B
通辽,科尔沁区,43.6333,122.2584,内蒙古,3706A,老干部活动中心(启用200123),B
昌都,卡若区,31.1406,97.1714,西藏,3719A,昌都会议中心(启用200514),B
伊春,伊美区,47.7412,128.9102,黑龙江,2253A,电力嘉园,B
乌鲁木齐,头屯河区,43.8411,87.4921,新疆,3440A,大绿谷(新增200104),B
北京,朝阳区,39.9821,116.3966,北京,1011A,奥体中心,B
深圳,龙岗区,22.6451,114.1871,广东,3307A,横岗(新增191224),B
上海,长宁区,31.2059,121.3902,上海,3273A,长宁仙霞(新增200107),B
